City,Location,Project Name,Property Title,Property Type,Unit Type,Area,Price (₹),Agent Name,Property Link
Pune,"Bibwewadi, Pune",Kohinoor Jeeva,2 BHK + Pooja Room 787 Sq.Ft. Builder Floor in Kohinoor Jeeva,Builder Floor,2 BHK,Bibwewadi,10900000,nitin bhole ,https://www.squareyards.com/resale-2-bhk-pooja-room-787-sq-ft-builder-floor-in-kohinoor-jeeva/9109210
Pune,"Wakad, Pune",Jhamtani Ace Almighty Phase II,2 BHK 1050 Sq.Ft. Apartment in Jhamtani Ace Almighty Phase II,Apartment,2 BHK,Wakad,8200000,Sagar ,https://www.squareyards.com/resale-2-bhk-1050-sq-ft-apartment-in-jhamtani-ace-almighty-phase-ii/8951349
Pune,"Kalyani Nagar, Pune",Bramhacorp The Collection,2 BHK 1105 Sq.Ft. Apartment in Bramhacorp The Collection,Apartment,2 BHK,Kalyani Nagar,13000000,Swati Jain,https://www.squareyards.com/resale-2-bhk-1105-sq-ft-apartment-in-bramhacorp-the-collection/9322483
,"Hadapsar, Pune",,,,,,,,
Pune,"Kharadi, Pune",Kumar Periwinkle,2 BHK 779 Sq.Ft. Apartment in Kumar Periwinkle,Apartment,2 BHK,Kharadi,8800000,Fortune Realty Solutions ,https://www.squareyards.com/resale-2-bhk-779-sq-ft-apartment-in-kumar-periwinkle/9079128
Pune,"Kondhwa Budruk, Pune",Mahaveer Park,2 BHK + Pooja Room 1127 Sq.Ft. Apartment in Mahaveer Park,Apartment,2 BHK,Kondhwa Budruk,15000000,Jit Realty ,https://www.squareyards.com/resale-2-bhk-pooja-room-1127-sq-ft-apartment-in-mahaveer-park/9142380
Pune,"Dehu Road, Pune",Shivkailas Kute Fortune,2 BHK 805 Sq.Ft. Apartment in Shivkailas Kute Fortune,Apartment,2 BHK,Dehu Road,6300000,Vishwas Gawad ,https://www.squareyards.com/resale-2-bhk-805-sq-ft-apartment-in-shivkailas-kute-fortune/8852187
,"Hinjewadi, Pune",,,,,,,,
Pune,"Punawale, Pune",,2 BHK + Servant Room 750 Sq.Ft. Apartment in 2bhk Punawale ,Apartment,2 BHK,Punawale,8500000,Parvez Rashid Saikh ,https://www.squareyards.com/resale-2-bhk-servant-room-750-sq-ft-apartment-in-2bhk-punawale/9127702
Pune,"Sinhagad Road, Pune",DSK Meghmalhar Phase I,2 BHK 972 Sq.Ft. Apartment in DSK Meghmalhar Phase I,Apartment,2 BHK,Sinhagad Road,6450000,GHODKE PROPERTY ,https://www.squareyards.com/resale-2-bhk-972-sq-ft-apartment-in-dsk-meghmalhar-phase-i/9304750
Pune,"Wakad, Pune",Sukhwani Skylines,2 BHK 756 Sq.Ft. Apartment in Sukhwani Skylines,Apartment,2 BHK,Wakad,9000000,Preet Properties ,https://www.squareyards.com/resale-2-bhk-756-sq-ft-apartment-in-sukhwani-skylines/9388012
,"Dhanori, Pune",,,,,,,,
Pune,"Wakad, Pune",SRK Platinum,2 BHK + Pooja Room 792 Sq.Ft. Apartment in SRK Platinum,Apartment,2 BHK,Wakad,8000000,Sudhir pandurang Misal ,https://www.squareyards.com/resale-2-bhk-pooja-room-792-sq-ft-apartment-in-srk-platinum/9382509
Pune,"Kalyani Nagar, Pune",Nirman Adi,3 BHK 994 Sq.Ft. Apartment in Nirman Adi,Apartment,3 BHK,Kalyani Nagar,0,Atul killekar ,https://www.squareyards.com/resale-3-bhk-994-sq-ft-apartment-in-nirman-adi/9356008
Pune,"Sinhagad Road, Pune",Darode Jog Crossover County,2 BHK 1050 Sq.Ft. Apartment in Darode Jog Crossover County,Apartment,2 BHK,Sinhagad Road,11000000,DIVI Realtors ,https://www.squareyards.com/resale-2-bhk-1050-sq-ft-apartment-in-darode-jog-crossover-county/9315161
Pune,"Narhe, Pune",Vilas Javdekar Yashwin Royal,2 BHK + Servant Room 1008 Sq.Ft. Apartment in Vilas Javdekar Yashwin Royal,Apartment,2 BHK,Narhe,6700000,Nagesh Raghu Burange ,https://www.squareyards.com/resale-2-bhk-servant-room-1008-sq-ft-apartment-in-vilas-javdekar-yashwin-royal/9196120
,"Hadapsar, Pune",,,,,,,,
Pune,"Mahalunge, Pune",,2 BHK + Pooja Room 650 Sq.Ft. Apartment in Mahalunge,Apartment,2 BHK,Mahalunge,8000009,pokale Vishwambhar prakash ,https://www.squareyards.com/resale-2-bhk-pooja-room-650-sq-ft-apartment-in-mahalunge/9319400
Pune,"Kothrud, Pune",Anuj Apartment Kothrud,2.5 BHK + Study Room 1030 Sq.Ft. Apartment in Anuj Apartment Kothrud,Apartment,2.5 BHK,Kothrud,16300000,MAHESH MADHUKAR GAIKWAD ,https://www.squareyards.com/resale-2-5-bhk-study-room-1030-sq-ft-apartment-in-anuj-apartment-kothrud/9309629
Pune,"Pradhikaran, Pune",Essen Aishwaryam Melody,2.5 BHK 1200 Sq.Ft. Apartment in Essen Aishwaryam Melody,Apartment,2.5 BHK,Pradhikaran,8500000,Suresh Mali ,https://www.squareyards.com/resale-2-5-bhk-1200-sq-ft-apartment-in-essen-aishwaryam-melody/9319537
,"Wagholi, Pune",,,,,,,,
Pune,"Hinjewadi Phase 2, Pune",Yashwin Hinjewadi,2 BHK + Study Room 760 Sq.Ft. Apartment in Yashwin Hinjewadi,Apartment,2 BHK,Hinjewadi Phase 2,8100000,PRISM PROFESSIONAL SERVICES ,https://www.squareyards.com/resale-2-bhk-study-room-760-sq-ft-apartment-in-yashwin-hinjewadi/9262947
Pune,"Balewadi, Pune",Elite Empire Apartment,3 BHK 1150 Sq.Ft. Apartment in Elite Empire Apartment,Apartment,3 BHK,Balewadi,0,Poona Properties ,https://www.squareyards.com/resale-3-bhk-1150-sq-ft-apartment-in-elite-empire-apartment/9299258
Pune,"Wagholi, Pune",Jalan Aura County Pune,1 BHK + Pooja Room 550 Sq.Ft. Apartment in Jalan Aura County Pune,Apartment,1 BHK,Wagholi,4300000,Vijaykumar Shinde ,https://www.squareyards.com/resale-1-bhk-pooja-room-550-sq-ft-apartment-in-jalan-aura-county-pune/9312076
,"Manjri Budruk, Pune",,,,,,,,
Pune,"Vinayak Nagar, Pune",Primespace The Address,3 BHK + Study Room 1223 Sq.Ft. Apartment in Primespace The Address,Apartment,3 BHK,Vinayak Nagar,18000000,Vikram Bhikane ,https://www.squareyards.com/resale-3-bhk-study-room-1223-sq-ft-apartment-in-primespace-the-address/9202448
Pune,"Madhav Nagar, Pune",Goel Ganga Newtown Phase 2,2.5 BHK 865 Sq.Ft. Apartment in Goel Ganga Newtown Phase 2,Apartment,2.5 BHK,Madhav Nagar,8500000,MUSHTAK IBRAHIM SHAIKH ,https://www.squareyards.com/resale-2-5-bhk-865-sq-ft-apartment-in-goel-ganga-newtown-phase-2/9035004
Pune,"Undri, Pune",Kundan The Landmark,2.5 BHK + Study Room 1250 Sq.Ft. Apartment in Kundan The Landmark,Apartment,2.5 BHK,Undri,0,Abbas Sunelwala ,https://www.squareyards.com/resale-2-5-bhk-study-room-1250-sq-ft-apartment-in-kundan-the-landmark/9083678
,"Mahalunge, Pune",,,,,,,,
Pune,"Lohgaon, Pune",Balaji Mesmero,1 BHK 620 Sq.Ft. Apartment in Balaji Mesmero,Apartment,1 BHK,Lohgaon,4000000,Prashant Karnawat ,https://www.squareyards.com/resale-1-bhk-620-sq-ft-apartment-in-balaji-mesmero/9282460
Pune,"Mundhwa, Pune",Purva Silversands,3 BHK 1057 Sq.Ft. Apartment in Purva Silversands,Apartment,3 BHK,Mundhwa,13200000,SAINATH RAUT ,https://www.squareyards.com/resale-3-bhk-1057-sq-ft-apartment-in-purva-silversands/9151802
Pune,"Koregaon Park Annexe, Pune",Lohia Jain The Reserve,3 BHK 1243 Sq.Ft. Apartment in Lohia Jain The Reserve,Apartment,3 BHK,Koregaon Park Annexe,19000000,Santosh Gungase ,https://www.squareyards.com/resale-3-bhk-1243-sq-ft-apartment-in-lohia-jain-the-reserve/9180052
,"Manjari, Pune",,,,,,,,
Pune,"Manjari, Pune",Shiv Zen World,1 BHK 666 Sq.Ft. Apartment in Shiv Zen World,Apartment,1 BHK,Manjari,4000000,Ashish ,https://www.squareyards.com/resale-1-bhk-666-sq-ft-apartment-in-shiv-zen-world/9156286
Pune,"Gahunje, Pune",Peninsula Address One,1 BHK + Extra Room 395 Sq.Ft. Apartment in Peninsula Address One,Apartment,1 BHK,Gahunje,3500000,RITESH S KHUDE ,https://www.squareyards.com/resale-1-bhk-extra-room-395-sq-ft-apartment-in-peninsula-address-one/9195262
Pune,"Undri, Pune",Guddwill Elate,2 BHK + Pooja Room 756 Sq.Ft. Apartment in Guddwill Elate,Apartment,2 BHK,Undri,6210000,Rohan Shivaji Shinde ,https://www.squareyards.com/resale-2-bhk-pooja-room-756-sq-ft-apartment-in-guddwill-elate/8850722
,"Tathawade, Pune",,,,,,,,
Pune,"Kalyani Nagar, Pune",Nirman Adi,3 BHK 1200 Sq.Ft. Apartment in Nirman Adi,Apartment,3 BHK,Kalyani Nagar,20500000,VRK PROPERTIES ,https://www.squareyards.com/resale-3-bhk-1200-sq-ft-apartment-in-nirman-adi/9021302
Pune,"Yavat, Pune",JK Yavat Central,11000 Sq.Ft. Plot in JK Yavat Central,Plot,N/A,Yavat,3900000,Reshma Hajite ,https://www.squareyards.com/resale-11000-sq-ft-plot-in-jk-yavat-central/9195511
Pune,"Baner, Pune",,2 BHK + Study Room 760 Sq.Ft. Apartment in Pancard Club Rd Baner ,Apartment,2 BHK,Baner,9800000,Rafik salim Shaikh ,https://www.squareyards.com/resale-2-bhk-study-room-760-sq-ft-apartment-in-pancard-club-rd-baner/9311593
,"Tathawade, Pune",,,,,,,,
Pune,"Kharadi, Pune",Goel Ganga Platinum,"3.5 BHK + Pooja Room,Servant Room 2600 Sq.Ft. Apartment in Goel Ganga Platinum",Apartment,3.5 BHK,Kharadi,27000000,SMG REALTORS ,https://www.squareyards.com/resale-3-5-bhk-pooja-room-servant-room-2600-sq-ft-apartment-in-goel-ganga-platinum/9074998
Pune,"Sangavade, Pune",Auti Onkar Greens,1 BHK 520 Sq.Ft. Apartment in Auti Onkar Greens,Apartment,1 BHK,Sangavade,4043570,VIJAY INDIA PROPERTY ,https://www.squareyards.com/resale-1-bhk-520-sq-ft-apartment-in-auti-onkar-greens/9133142
Pune,"Viman Nagar, Pune",Lunkad Greenland,2 BHK 1456 Sq.Ft. Apartment in Lunkad Greenland,Apartment,2 BHK,Viman Nagar,25000000,SAINATH RAUT ,https://www.squareyards.com/resale-2-bhk-1456-sq-ft-apartment-in-lunkad-greenland/9080446
Pune,"Mahalunge, Pune",,2 BHK 700 Sq.Ft. Apartment in Pragati Royal Serene Bale,Apartment,2 BHK,Mahalunge,7000000,Sanjay Jadhav ,https://www.squareyards.com/resale-2-bhk-700-sq-ft-apartment-in-pragati-royal-serene-bale/8510148
Pune,"Pashan Sus Road, Pune",Yash Classic,"3 BHK + Pooja Room,Servant Room,Study Room,Extra Room 2197 Sq.Ft. Penthouse in Yash Classic",Penthouse,3 BHK,Pashan Sus Road,25000000,Pravin Dadabhau Pachpute ,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-extra-room-2197-sq-ft-penthouse-in-yash-classic/8741273
Pune,"Aundh, Pune",Sai Heritage Aundh,3.5 BHK + Pooja Room 1515 Sq.Ft. Apartment in Sai Heritage Aundh,Apartment,3.5 BHK,Aundh,22500000,Ramesh Dattani ,https://www.squareyards.com/resale-3-5-bhk-pooja-room-1515-sq-ft-apartment-in-sai-heritage-aundh/7973627
Pune,"Yashwant Nagar, Pune",Raja Pittie Kourtyard,5 BHK + Pooja Room 6500 Sq.Ft. Penthouse in Raja Pittie Kourtyard,Penthouse,5 BHK,Yashwant Nagar,55000000,Ameet Sukre ,https://www.squareyards.com/resale-5-bhk-pooja-room-6500-sq-ft-penthouse-in-raja-pittie-kourtyard/8178910
,"Hinjewadi, Pune",,,,,,,,
Pune,"Ravet, Pune",Om Tropica,2 BHK + Pooja Room 600 Sq.Ft. Apartment in Om Tropica,Apartment,2 BHK,Ravet,7000000,vivek shinde ,https://www.squareyards.com/resale-2-bhk-pooja-room-600-sq-ft-apartment-in-om-tropica/9095960
Pune,"Viman Nagar, Pune",,"3 BHK + Pooja Room,Servant Room 1200 Sq.Ft. Apartment in Viman Nagar 3 Bhk",Apartment,3 BHK,Viman Nagar,15000000,yogesh Uttam Chaudhari ,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-1200-sq-ft-apartment-in-viman-nagar-3-bhk/9169139
Pune,"Moshi, Pune",Silver Queenstown,2 BHK 694 Sq.Ft. Apartment in Silver Queenstown,Apartment,2 BHK,Moshi,5600000,Prakash Sawant ,https://www.squareyards.com/resale-2-bhk-694-sq-ft-apartment-in-silver-queenstown/9000395
,"Mahalunge, Pune",,,,,,,,
Pune,"Parvati Hills, Pune",,2 BHK + Pooja Room 800 Sq.Ft. Apartment in Parvati Hills,Apartment,2 BHK,Parvati Hills,16900000,Morya Properties And Multi Services ,https://www.squareyards.com/resale-2-bhk-pooja-room-800-sq-ft-apartment-in-parvati-hills/9376108
Pune,"Pimple Nilakh, Pune",Shree Sai Apartment Pimple Nilakh,1 BHK 588 Sq.Ft. Apartment in Shree Sai Apartment Pimple Nilakh,Apartment,1 BHK,Pimple Nilakh,5600000,Kiran Waghmare ,https://www.squareyards.com/resale-1-bhk-588-sq-ft-apartment-in-shree-sai-apartment-pimple-nilakh/9355895
Pune,"Tingre Nagar, Pune",Mantra 29 Gold Coast,2 BHK 1100 Sq.Ft. Apartment in Mantra 29 Gold Coast,Apartment,2 BHK,Tingre Nagar,8500000,Laxman karche ,https://www.squareyards.com/resale-2-bhk-1100-sq-ft-apartment-in-mantra-29-gold-coast/9387688
,"Tathawade, Pune",,,,,,,,
Pune,"Mundhwa, Pune",Anandtara Iris Residences,2 BHK 850 Sq.Ft. Apartment in Anandtara Iris Residences,Apartment,2 BHK,Mundhwa,9000000,PROP INDIA ,https://www.squareyards.com/resale-2-bhk-850-sq-ft-apartment-in-anandtara-iris-residences/9342225
Pune,"Hadapsar, Pune",Magarpatta Jasminium,2 BHK + Servant Room 1250 Sq.Ft. Apartment in Magarpatta Jasminium,Apartment,2 BHK,Hadapsar,17000000,Mohammad Yusuf ,https://www.squareyards.com/resale-2-bhk-servant-room-1250-sq-ft-apartment-in-magarpatta-jasminium/9342172
Pune,"Thergaon, Pune",Koral Aeternaa,3 BHK 1127 Sq.Ft. Apartment in Koral Aeternaa,Apartment,3 BHK,Thergaon,13500000,UB realty ,https://www.squareyards.com/resale-3-bhk-1127-sq-ft-apartment-in-koral-aeternaa/9324000
,"Hinjewadi, Pune",,,,,,,,
Pune,"Wanowrie, Pune",Radiant Paradise,3.5 BHK 2400 Sq.Ft. Penthouse in Radiant Paradise,Penthouse,3.5 BHK,Wanowrie,18000000,Ganesh Jadhav ,https://www.squareyards.com/resale-3-5-bhk-2400-sq-ft-penthouse-in-radiant-paradise/9377552
Pune,"Vishrantwadi, Pune",Kumar Samruddhi Society,2 BHK 1200 Sq.Ft. Apartment in Kumar Samruddhi Society,Apartment,2 BHK,Vishrantwadi,11000000,PRAVIN BHAGWAN SHELAR ,https://www.squareyards.com/resale-2-bhk-1200-sq-ft-apartment-in-kumar-samruddhi-society/9388961
Pune,"Pisoli, Pune",Sky Heights II,2 BHK + Extra Room 1000 Sq.Ft. Apartment in Sky Heights II,Apartment,2 BHK,Pisoli,4500000,Vikas Trivedi ,https://www.squareyards.com/resale-2-bhk-extra-room-1000-sq-ft-apartment-in-sky-heights-ii/9060291
,"Magarpatta City, Pune",,,,,,,,
Pune,"Kesnand, Pune",,1230 Sq.Ft. Plot in Kuber Park Residency,Plot,N/A,Kesnand,1476000,Sandip Ankush Dagade ,https://www.squareyards.com/resale-1230-sq-ft-plot-in-kuber-park-residency/9160304
Pune,"Viman Nagar, Pune",,2 BHK 1300 Sq.Ft. Apartment in Viman Nagar,Apartment,2 BHK,Viman Nagar,14000000,SADA PROPERTIES ,https://www.squareyards.com/resale-2-bhk-1300-sq-ft-apartment-in-viman-nagar/9248723
Pune,"Viman Nagar, Pune",Naiknavare Mystique Mood,3 BHK 1831 Sq.Ft. Apartment in Naiknavare Mystique Mood,Apartment,3 BHK,Viman Nagar,17500000,Ashok kumar ,https://www.squareyards.com/resale-3-bhk-1831-sq-ft-apartment-in-naiknavare-mystique-mood/9381114
,"Mahalunge, Pune",,,,,,,,
Pune,"Aundh, Pune",Royal Orchard,2 BHK + Pooja Room 1040 Sq.Ft. Apartment in Royal Orchard,Apartment,2 BHK,Aundh,11000000,PRADEEP ASHOK ,https://www.squareyards.com/resale-2-bhk-pooja-room-1040-sq-ft-apartment-in-royal-orchard/9310524
Pune,"Koregaon Park, Pune",Lapis Lazuli Apartment,"5 BHK + Pooja Room,Extra Room 2660 Sq.Ft. Apartment in Lapis Lazuli Apartment",Apartment,5 BHK,Koregaon Park,56000000,A Square Properties ,https://www.squareyards.com/resale-5-bhk-pooja-room-extra-room-2660-sq-ft-apartment-in-lapis-lazuli-apartment/9230408
Pune,"Kondhwa, Pune",Avnee Bellavista G Building,2 BHK + Servant Room 1000 Sq.Ft. Apartment in Avnee Bellavista G Building,Apartment,2 BHK,Kondhwa,12000000,Mr Amol ,https://www.squareyards.com/resale-2-bhk-servant-room-1000-sq-ft-apartment-in-avnee-bellavista-g-building/9255014
,"Hinjewadi, Pune",,,,,,,,
Pune,"Kothrud, Pune",Saarrthi Success Square,3 BHK + Pooja Room 785 Sq.Ft. Apartment in Saarrthi Success Square,Apartment,3 BHK,Kothrud,25000000,KM ASSETS ,https://www.squareyards.com/resale-3-bhk-pooja-room-785-sq-ft-apartment-in-saarrthi-success-square/9283674
Pune,"Hadapsar, Pune",Shapoorji Pallonji Kingstown,4 BHK 1908 Sq.Ft. Apartment in Shapoorji Pallonji Kingstown,Apartment,4 BHK,Hadapsar,24000000,Nisha ,https://www.squareyards.com/resale-4-bhk-1908-sq-ft-apartment-in-shapoorji-pallonji-kingstown/9389442
Pune,"Nibm Annexe, Pune",Raichandani Swarna Vatika,2 BHK 640 Sq.Ft. Apartment in Raichandani Swarna Vatika,Apartment,2 BHK,Nibm Annexe,8000000,Avinash Seymour ,https://www.squareyards.com/resale-2-bhk-640-sq-ft-apartment-in-raichandani-swarna-vatika/8914973
Pune,"Kondhwa, Pune",Sai Niwas Kondhwa,1.5 BHK 560 Sq.Ft. Apartment in Sai Niwas Kondhwa,Apartment,1.5 BHK,Kondhwa,0,Siraj Faroukh Shaikh ,https://www.squareyards.com/resale-1-5-bhk-560-sq-ft-apartment-in-sai-niwas-kondhwa/9311473
Pune,"Mamurdi, Pune",Peninsula Address One Phase 6,2 BHK 586 Sq.Ft. Apartment in Peninsula Address One Phase 6,Apartment,2 BHK,Mamurdi,4500000,Niraj ,https://www.squareyards.com/resale-2-bhk-586-sq-ft-apartment-in-peninsula-address-one-phase-6/9271736
Pune,"Gultekdi, Pune",Omkar Meghdoot Residency,3 BHK + Pooja Room 4300 Sq.Ft. Apartment in Omkar Meghdoot Residency,Apartment,3 BHK,Gultekdi,55000000,jyoti pujari ,https://www.squareyards.com/resale-3-bhk-pooja-room-4300-sq-ft-apartment-in-omkar-meghdoot-residency/9066755
Pune,"Wadgaon Sheri, Pune",Kumar Primavera,2 BHK 1050 Sq.Ft. Apartment in Kumar Primavera,Apartment,2 BHK,Wadgaon Sheri,8300000,Puneri Property ,https://www.squareyards.com/resale-2-bhk-1050-sq-ft-apartment-in-kumar-primavera/9228765
,"NIBM Annexe, Pune",,,,,,,,
Pune,"Ashok Nagar, Pune",Rohan 10 Kasturkunj,3 BHK + Extra Room 1750 Sq.Ft. Apartment in Rohan 10 Kasturkunj,Apartment,3 BHK,Ashok Nagar,29000000,Nilesh Ramesh Patkar ,https://www.squareyards.com/resale-3-bhk-extra-room-1750-sq-ft-apartment-in-rohan-10-kasturkunj/8959329
Pune,"Hinjewadi, Pune",Paranjape Schemes Blue Ridge,2 BHK + Extra Room 1050 Sq.Ft. Apartment in Paranjape Schemes Blue Ridge,Apartment,2 BHK,Hinjewadi,13400000,Hemant Phafnis ,https://www.squareyards.com/resale-2-bhk-extra-room-1050-sq-ft-apartment-in-paranjape-schemes-blue-ridge/8969154
Pune,"Gultekdi, Pune",Gagan Signet,2 BHK 903 Sq.Ft. Apartment in Gagan Signet,Apartment,2 BHK,Gultekdi,12500000,Sumeet Chopda ,https://www.squareyards.com/resale-2-bhk-903-sq-ft-apartment-in-gagan-signet/9323091
,"Kharadi, Pune",,,,,,,,
Pune,"Rahatani, Pune",,3 BHK 1680 Sq.Ft. Apartment in Mantri Mystica Shiwar Cho,Apartment,3 BHK,Rahatani,18500000,Oasis Realty Solutions ,https://www.squareyards.com/resale-3-bhk-1680-sq-ft-apartment-in-mantri-mystica-shiwar-cho/9208642
Pune,"Wagholi, Pune",Suyog Nisarg,2 BHK + Pooja Room 900 Sq.Ft. Apartment in Suyog Nisarg,Apartment,2 BHK,Wagholi,6000000,OM REALTORS Mahesh samat ,https://www.squareyards.com/resale-2-bhk-pooja-room-900-sq-ft-apartment-in-suyog-nisarg/9027779
Pune,"Wakad, Pune",VTP Altitude,563 Sq.Ft. Office Space in VTP Altitude,Office Space,Office Space,Wakad,9800000,Precious Square ,https://www.squareyards.com/resale-563-sq-ft-office-space-in-vtp-altitude/9151868
,"Parvati Paytha, Pune",,,,,,,,
Pune,"Dhayari, Pune",Jairaj Riddhi Siddhi Paradise,1 BHK + Study Room 627 Sq.Ft. Builder Floor in Jairaj Riddhi Siddhi Paradise,Builder Floor,1 BHK,Dhayari,4300000,nilesh suryavanshi ,https://www.squareyards.com/resale-1-bhk-study-room-627-sq-ft-builder-floor-in-jairaj-riddhi-siddhi-paradise/9314906
Pune,"Somatane, Pune",Supreme Villagio,4 BHK + Servant Room 3000 Sq.Ft. Villa in Supreme Villagio,Villa,4 BHK,Somatane,27000000,Parvez Rashid Saikh ,https://www.squareyards.com/resale-4-bhk-servant-room-3000-sq-ft-villa-in-supreme-villagio/9256718
Pune,"Taware Colony, Pune",,2 BHK 1025 Sq.Ft. Apartment in Rameshwar Apt,Apartment,2 BHK,Taware Colony,12500000,Anil Ranjane ,https://www.squareyards.com/resale-2-bhk-1025-sq-ft-apartment-in-rameshwar-apt/9141707
,"Hinjewadi, Pune",,,,,,,,
Pune,"Sus, Pune",Teerth Avila,2 BHK 950 Sq.Ft. Apartment in Teerth Avila,Apartment,2 BHK,Sus,9500000,Sagar ,https://www.squareyards.com/resale-2-bhk-950-sq-ft-apartment-in-teerth-avila/8853708
Pune,"Katraj, Pune",Dugad Shriniwas Sankul,2 BHK + Pooja Room 905 Sq.Ft. Apartment in Dugad Shriniwas Sankul,Apartment,2 BHK,Katraj,7500000,nitin bhole ,https://www.squareyards.com/resale-2-bhk-pooja-room-905-sq-ft-apartment-in-dugad-shriniwas-sankul/8954084
Pune,"Hinjewadi, Pune",,1 BHK 450 Sq.Ft. Apartment in 1bhk For Sale Life Republ,Apartment,1 BHK,Hinjewadi,4600000,Dipak Shinde ,https://www.squareyards.com/resale-1-bhk-450-sq-ft-apartment-in-1bhk-for-sale-life-republ/9375037
,"Kasarsai, Pune",,,,,,,,
Pune,"Talegaon Dhamdhere, Pune",,4000 Sq.Ft. Plot in Shambhu Park Talegaon Dha,Plot,N/A,Talegaon Dhamdhere,2040000,Swami Samarth Developers ,https://www.squareyards.com/resale-4000-sq-ft-plot-in-shambhu-park-talegaon-dha/9138423
Pune,"Charholi Budruk, Pune",Swastik Prism City Yellow,3 BHK + Extra Room 892 Sq.Ft. Builder Floor in Swastik Prism City Yellow,Builder Floor,3 BHK,Charholi Budruk,6825000,Prashant Govind Bhor ,https://www.squareyards.com/resale-3-bhk-extra-room-892-sq-ft-builder-floor-in-swastik-prism-city-yellow/8151390
Pune,"Shivajinagar, Pune",Shalini Sky,3 BHK 1600 Sq.Ft. Apartment in Shalini Sky,Apartment,3 BHK,Shivajinagar,29000000,SASWADKAR AVINASH BHARAT ,https://www.squareyards.com/resale-3-bhk-1600-sq-ft-apartment-in-shalini-sky/8834582
,"Tathawade, Pune",,,,,,,,
Pune,"Wagholi, Pune",Dhavel Shivtirth,2 BHK + Pooja Room 936 Sq.Ft. Apartment in Dhavel Shivtirth,Apartment,2 BHK,Wagholi,4800000,ML PROPERTIES ,https://www.squareyards.com/resale-2-bhk-pooja-room-936-sq-ft-apartment-in-dhavel-shivtirth/8120079
Pune,"Rasta Peth, Pune",Anand Vithoba,1 BHK + Pooja Room 441 Sq.Ft. Apartment in Anand Vithoba,Apartment,1 BHK,Rasta Peth,3100000,Satvashil Netaji Palkar ,https://www.squareyards.com/resale-1-bhk-pooja-room-441-sq-ft-apartment-in-anand-vithoba/8232170
Pune,"Wakad, Pune",Paranjape Trident Towers,1 BHK 455 Sq.Ft. Apartment in Paranjape Trident Towers,Apartment,1 BHK,Wakad,5550000,Rohit suravase ,https://www.squareyards.com/resale-1-bhk-455-sq-ft-apartment-in-paranjape-trident-towers/8412053
,"Hinjewadi, Pune",,,,,,,,
Pune,"Ravet, Pune",Bhoomi Orabelle,2 BHK + Pooja Room 1070 Sq.Ft. Apartment in Bhoomi Orabelle,Apartment,2 BHK,Ravet,8500000,Sky vision property ,https://www.squareyards.com/resale-2-bhk-pooja-room-1070-sq-ft-apartment-in-bhoomi-orabelle/9290793
Pune,"Hinjewadi, Pune",Kolte Patil Life Republic,2 BHK + Extra Room 801 Sq.Ft. Apartment in Kolte Patil Life Republic,Apartment,2 BHK,Hinjewadi,7600000,uphade krashana pandit ,https://www.squareyards.com/resale-2-bhk-extra-room-801-sq-ft-apartment-in-kolte-patil-life-republic/9008810
Pune,"Bavdhan, Pune",Pebbles I,2 BHK 1050 Sq.Ft. Apartment in Pebbles I,Apartment,2 BHK,Bavdhan,9500000,Pawan Hira Raste ,https://www.squareyards.com/resale-2-bhk-1050-sq-ft-apartment-in-pebbles-i/8962309
,"Bavdhan, Pune",,,,,,,,
Pune,"Kharadi, Pune",Duville Riverdale,1 BHK 465 Sq.Ft. Apartment in Duville Riverdale,Apartment,1 BHK,Kharadi,6000000,Sachin ,https://www.squareyards.com/resale-1-bhk-465-sq-ft-apartment-in-duville-riverdale/9192244
Pune,"Hinjewadi, Pune",Pride Purple Park Astra,3 BHK 900 Sq.Ft. Apartment in Pride Purple Park Astra,Apartment,3 BHK,Hinjewadi,11800000,samit Agrawal ,https://www.squareyards.com/resale-3-bhk-900-sq-ft-apartment-in-pride-purple-park-astra/8905947
Pune,"Nibm Road, Pune",Lodha Bella Vita,3.5 BHK 1100 Sq.Ft. Apartment in Lodha Bella Vita,Apartment,3.5 BHK,Nibm Road,13500000,Raj Kumar ,https://www.squareyards.com/resale-3-5-bhk-1100-sq-ft-apartment-in-lodha-bella-vita/8636182
Mumbai,"Gulmohar Colony, Mumbai",Kalpataru Amare,"3 BHK + Servant Room,Study Room 1531 Sq.Ft. Apartment in Kalpataru Amare",Apartment,3 BHK,Gulmohar Colony,89999999,Sahil Hemnani ,https://www.squareyards.com/resale-3-bhk-servant-room-study-room-1531-sq-ft-apartment-in-kalpataru-amare/9216954
