,City,Location,Project Name,Property Title,Property Type,Locality,Price,BHK,Area_SqFt_Number,Area_per_SqFt_Price
738,Kolkata,"Rajarhat Chowmatha, Kolkata",Srijan Optima,3 BHK 1699 Sq.Ft. Apartment in Srijan Optima,Apartment,Rajarhat Chowmatha,13600000,3,1699,8005.0
739,Kolkata,"Dakshin Gobindopur, Kolkata",Sureka Sunrise Aura,2 BHK + Extra Room 677 Sq.Ft. Apartment in Sureka Sunrise Aura,Apartment,Dakshin Gobindopur,4650000,2,677,6869.0
740,Kolkata,"Maheshtala, Kolkata",Hiland Greens,3 BHK + Pooja Room 1060 Sq.Ft. Apartment in Hiland Greens,Apartment,Maheshtala,4300000,3,1060,4057.0
741,Kolkata,"Behala, Kolkata",Diamond Residency,2 BHK 980 Sq.Ft. Apartment in Diamond Residency,Apartment,Behala,4600000,2,980,4694.0
742,Kolkata,"Chingrighata, Kolkata",Ideal Niketan,3 BHK 1450 Sq.Ft. Apartment in Ideal Niketan,Apartment,Chingrighata,9500000,3,1450,6552.0
743,Kolkata,"Rajarhat, Kolkata",Raj Apartment Rajarhat,2 BHK 980 Sq.Ft. Apartment in Raj Apartment Rajarhat,Apartment,Rajarhat,3200000,2,980,3265.0
744,Kolkata,"New Town, Kolkata",Tata Avenida,3 BHK + Servant Room 1635 Sq.Ft. Apartment in Tata Avenida,Apartment,New Town,34000000,3,1635,20795.0
745,Kolkata,"Bablatala, Kolkata",Mukul Shanti Garden,2 BHK 1158 Sq.Ft. Apartment in Mukul Shanti Garden,Apartment,Bablatala,5700000,2,1158,4922.0
746,Kolkata,"Barrackpore, Kolkata",Riya Gitanjali,3 BHK + Study Room 1159 Sq.Ft. Apartment in Riya Gitanjali,Apartment,Barrackpore,4000000,3,1159,3451.0
747,Kolkata,"Kalighat, Kolkata",Amrapali Ananda Dham,2 BHK 1100 Sq.Ft. Apartment in Amrapali Ananda Dham,Apartment,Kalighat,9500000,2,1100,8636.0
748,Kolkata,"Rajarhat New Town, Kolkata",Unitech Vistas,3 BHK 1226 Sq.Ft. Apartment in Unitech Vistas,Apartment,Rajarhat New Town,10050000,3,1226,8197.0
749,Kolkata,"Rajarhat New Town, Kolkata",Rishi Pranaya Phase I,3 BHK 1185 Sq.Ft. Apartment in Rishi Pranaya Phase I,Apartment,Rajarhat New Town,11200000,3,1185,9451.0
750,Kolkata,"Beliaghata, Kolkata",Sunrise Towers,3 BHK 1357 Sq.Ft. Apartment in Sunrise Towers,Apartment,Beliaghata,12000000,3,1357,8843.0
751,Kolkata,"Alipore, Kolkata",Tata 88 East,6 BHK 3400 Sq.Ft. Apartment in Tata 88 East,Apartment,Alipore,77000000,6,3400,22647.0
752,Kolkata,"New Alipore, Kolkata",Merlin Verve,3 BHK 945 Sq.Ft. Apartment in Merlin Verve,Apartment,New Alipore,12600000,3,945,13333.0
753,Kolkata,"Rajarhat, Kolkata",Jain Dream Excellency,3 BHK + Servant Room 1440 Sq.Ft. Apartment in Jain Dream Excellency,Apartment,Rajarhat,9100000,3,1440,6319.0
754,Kolkata,"Beliaghata, Kolkata",Sunrise Towers,3 BHK 1357 Sq.Ft. Apartment in Sunrise Towers,Apartment,Beliaghata,12000000,3,1357,8843.0
755,Kolkata,"Vip Road, Kolkata",Natural Haldiram Enclave,3 BHK 1669 Sq.Ft. Apartment in Natural Haldiram Enclave,Apartment,Vip Road,9530840,3,1669,5711.0
756,Kolkata,"New Town Action Area ii, Kolkata",Ambuja Ecospace Residencia,3 BHK 815 Sq.Ft. Apartment in Ambuja Ecospace Residencia,Apartment,New Town Action Area ii,6800000,3,815,8344.0
757,Kolkata,"Lake Town, Kolkata",Silver Gardenia Lake Town,3 BHK + Pooja Room 1200 Sq.Ft. Apartment in Silver Gardenia Lake Town,Apartment,Lake Town,8100000,3,1200,6750.0
758,Kolkata,"Keshtopur, Kolkata",Asha Nirman,2 BHK + Pooja Room 1050 Sq.Ft. Apartment in Asha Nirman,Apartment,Keshtopur,4200000,2,1050,4000.0
759,Kolkata,"Barrackpore, Kolkata",Rameswara Riverview,3 BHK 830 Sq.Ft. Apartment in Rameswara Riverview,Apartment,Barrackpore,5950000,3,830,7169.0
760,Kolkata,"Sonarpur, Kolkata",Deeshari Megacity,2 BHK + Extra Room 861 Sq.Ft. Apartment in Deeshari Megacity,Apartment,Sonarpur,3000000,2,861,3484.0
761,Kolkata,"Joka, Kolkata",Godrej Orchard,2 BHK + Extra Room 942 Sq.Ft. Apartment in Godrej Orchard,Apartment,Joka,4750000,2,942,5042.0
762,Ahmedabad,"Bopal, Ahmedabad",Applewood Sorrel,3 BHK 1880 Sq.Ft. Apartment in Applewood Sorrel,Apartment,Bopal,7500000,3,1880,3989.0
763,Ahmedabad,"Shela, Ahmedabad",Shilp Revanta,3 BHK 1510 Sq.Ft. Apartment in Shilp Revanta,Apartment,Shela,6750003,3,1510,4470.0
764,Ahmedabad,"Shela, Ahmedabad",Goyal Orchid Blues,2 BHK 1069 Sq.Ft. Apartment in Goyal Orchid Blues,Apartment,Shela,5500000,2,1069,5145.0
765,Ahmedabad,"Randesan, Ahmedabad",Keshav Elitus,"3 BHK + Pooja Room,Study Room,Extra Room 2160 Sq.Ft. Builder Floor in Keshav Elitus",Builder Floor,Randesan,9600000,3,2160,4444.0
766,Ahmedabad,"Jagatpur, Ahmedabad",Krishna Heights Jagatpur,3 BHK + Study Room 1720 Sq.Ft. Apartment in Krishna Heights Jagatpur,Apartment,Jagatpur,7405000,3,1720,4305.0
767,Ahmedabad,"Shela, Ahmedabad",Goyal Riviera Aspire,3 BHK + Study Room 2740 Sq.Ft. Apartment in Goyal Riviera Aspire,Apartment,Shela,18500000,3,2740,6752.0
768,Ahmedabad,"Nava Naroda, Ahmedabad",Shri Balaji Enclave,2 BHK + Pooja Room 1325 Sq.Ft. Apartment in Shri Balaji Enclave,Apartment,Nava Naroda,4300000,2,1325,3245.0
769,Ahmedabad,"Bodakdev, Ahmedabad",Constera Anamika High Point,"4 BHK + Pooja Room,Extra Room 1767 Sq.Ft. Apartment in Constera Anamika High Point",Apartment,Bodakdev,28800000,4,1767,16299.0
770,Ahmedabad,"Juhapura, Ahmedabad",Venus Parkland,2 BHK 1215 Sq.Ft. Apartment in Venus Parkland,Apartment,Juhapura,6300000,2,1215,5185.0
771,Ahmedabad,"Bodakdev, Ahmedabad",Constera Anamika High Point,"4 BHK + Pooja Room,Servant Room 2265 Sq.Ft. Apartment in Constera Anamika High Point",Apartment,Bodakdev,37000000,4,2265,16336.0
772,Ahmedabad,"Bodakdev, Ahmedabad",Constera Anamika High Point,"4 BHK + Pooja Room,Servant Room,Study Room,Extra Room 1767 Sq.Ft. Apartment in Constera Anamika High Point",Apartment,Bodakdev,28800000,4,1767,16299.0
773,Ahmedabad,"Sola, Ahmedabad",Unique Luxuria Ahmedabad,3 BHK 2520 Sq.Ft. Apartment in Unique Luxuria Ahmedabad,Apartment,Sola,15600000,3,2520,6190.0
774,Ahmedabad,"Nava Naroda, Ahmedabad",Govardhan Galaxy,2 BHK 945 Sq.Ft. Apartment in Govardhan Galaxy,Apartment,Nava Naroda,4500000,2,945,4762.0
775,Ahmedabad,"Bopal, Ahmedabad",Applewood Sorrel,2 BHK 1285 Sq.Ft. Apartment in Applewood Sorrel,Apartment,Bopal,5100000,2,1285,3969.0
776,Ahmedabad,"Vasna, Ahmedabad",Dharmadev Swaminarayan Park 3,2 BHK 700 Sq.Ft. Apartment in Dharmadev Swaminarayan Park 3,Apartment,Vasna,5300000,2,700,7571.0
777,Ahmedabad,"Paldi, Ahmedabad",Yash Pinnacle,2 BHK 1116 Sq.Ft. Apartment in Yash Pinnacle,Apartment,Paldi,6100000,2,1116,5466.0
778,Ahmedabad,"Makarba, Ahmedabad",Sammet Platinum,3 BHK 1250 Sq.Ft. Apartment in Sammet Platinum,Apartment,Makarba,9000000,3,1250,7200.0
779,Ahmedabad,"Narolgam, Ahmedabad",Dharmadev Swaminarayan Park 1,2 BHK 900 Sq.Ft. Apartment in Dharmadev Swaminarayan Park 1,Apartment,Narolgam,2200000,2,900,2444.0
780,Ahmedabad,"Near Vaishno Devi Circle On Sg Highway, Ahmedabad",Adani Shantigram Aangan,2 BHK + Extra Room 818 Sq.Ft. Apartment in Adani Shantigram Aangan,Apartment,Near Vaishno Devi Circle On Sg Highway,5500000,2,818,6724.0
781,Ahmedabad,"Ambli, Ahmedabad",Madhav Oeuvre 3,"5 BHK + Pooja Room,Servant Room 5887 Sq.Ft. Apartment in Madhav Oeuvre 3",Apartment,Ambli,56000000,5,5887,9512.0
782,Ahmedabad,"Gota, Ahmedabad",ICB Flora,2 BHK + Pooja Room 1170 Sq.Ft. Apartment in ICB Flora,Apartment,Gota,6300000,2,1170,5385.0
783,Ahmedabad,"Near Vaishno Devi Circle On Sg Highway, Ahmedabad",Keshar Aalayam,3 BHK + Extra Room 1552 Sq.Ft. Apartment in Keshar Aalayam,Apartment,Near Vaishno Devi Circle On Sg Highway,9000000,3,1552,5799.0
784,Ahmedabad,"Gota, Ahmedabad",Aaryan City,3 BHK 1890 Sq.Ft. Apartment in Aaryan City,Apartment,Gota,13000000,3,1890,6878.0
785,Ahmedabad,"Bopal, Ahmedabad",JP Iscon Platinum,3 BHK 2285 Sq.Ft. Apartment in JP Iscon Platinum,Apartment,Bopal,14000000,3,2285,6127.0
786,Ahmedabad,"Thaltej, Ahmedabad",Shakti 140,2 BHK 1260 Sq.Ft. Apartment in Shakti 140,Apartment,Thaltej,8000000,2,1260,6349.0
787,Ahmedabad,"Shilaj, Ahmedabad",Shilp Serene,3 BHK + Study Room 1750 Sq.Ft. Apartment in Shilp Serene,Apartment,Shilaj,10100000,3,1750,5771.0
788,Ahmedabad,"Bodakdev, Ahmedabad",Constera Anamika High Point,"4 BHK + Pooja Room,Servant Room,Study Room,Extra Room 2269 Sq.Ft. Apartment in Constera Anamika High Point",Apartment,Bodakdev,36500000,4,2269,16086.0
789,Ahmedabad,"Mithakhali, Ahmedabad",Aarmor Aaradhya Elegance,"4 BHK + Pooja Room,Servant Room 3765 Sq.Ft. Apartment in Aarmor Aaradhya Elegance",Apartment,Mithakhali,30120000,4,3765,8000.0
790,Ahmedabad,"Jagatpur, Ahmedabad",Krishna Heights Jagatpur,3 BHK + Study Room 1710 Sq.Ft. Apartment in Krishna Heights Jagatpur,Apartment,Jagatpur,7400000,3,1710,4327.0
791,Ahmedabad,"Vasna, Ahmedabad",Rajyash Reevanta,2 BHK + Pooja Room 675 Sq.Ft. Apartment in Rajyash Reevanta,Apartment,Vasna,5500000,2,675,8148.0
792,Ahmedabad,"Gota, Ahmedabad",Aaryan City,3 BHK 1890 Sq.Ft. Apartment in Aaryan City,Apartment,Gota,13000000,3,1890,6878.0
793,Ahmedabad,"Naranpura, Ahmedabad",Deep Indraprasth Saptak,"4 BHK + Pooja Room,Study Room 3120 Sq.Ft. Apartment in Deep Indraprasth Saptak",Apartment,Naranpura,25000000,4,3120,8013.0
794,Ahmedabad,"Chandkheda, Ahmedabad",Rudra Keshav Skyline,"3 BHK + Pooja Room,Study Room 1620 Sq.Ft. Apartment in Rudra Keshav Skyline",Apartment,Chandkheda,9000000,3,1620,5556.0
795,Ahmedabad,"Makarba, Ahmedabad",Shree Radha Jaldeep Icon,1.5 BHK 746 Sq.Ft. Apartment in Shree Radha Jaldeep Icon,Apartment,Makarba,5200000,5,746,6971.0
796,Ahmedabad,"Sola, Ahmedabad",Aurum Sky,2 BHK + Pooja Room 1224 Sq.Ft. Apartment in Aurum Sky,Apartment,Sola,8000000,2,1224,6536.0
797,Ahmedabad,"Vasna, Ahmedabad",Trilokesh Riverside Park,2 BHK + Servant Room 650 Sq.Ft. Apartment in Trilokesh Riverside Park,Apartment,Vasna,4800000,2,650,7385.0
798,Jaipur,"Paldi Parsa, Jaipur",Premier Arise,1 BHK 610 Sq.Ft. Apartment in Premier Arise,Apartment,Paldi Parsa,2745000,1,610,4500.0
799,Jaipur,"New Sanganer Road, Jaipur",Sun N Moon Belvedere Park,3 BHK + Pooja Room 3583 Sq.Ft. Penthouse in Sun N Moon Belvedere Park,Penthouse,New Sanganer Road,29500000,3,3583,8233.0
800,Jaipur,"Mohanpura, Jaipur",Unique Sapphire,2.5 BHK + Extra Room 1170 Sq.Ft. Apartment in Unique Sapphire,Apartment,Mohanpura,4500000,5,1170,3846.0
801,Jaipur,"Jagatpura, Jaipur",Sankalp 24 Carat,3 BHK + Pooja Room 1044 Sq.Ft. Apartment in Sankalp 24 Carat,Apartment,Jagatpura,8000000,3,1044,7663.0
802,Jaipur,"Vardhman Nagar, Jaipur",Vardhaman Alora,3 BHK + Extra Room 1580 Sq.Ft. Apartment in Vardhaman Alora,Apartment,Vardhman Nagar,10274000,3,1580,6503.0
803,Jaipur,"Muhana, Jaipur",SSBC Prangan,2 BHK 573 Sq.Ft. Apartment in SSBC Prangan,Apartment,Muhana,2200000,2,573,3839.0
804,Jaipur,"Tonk Road, Jaipur",Mahima Sansaar,3 BHK 1190 Sq.Ft. Apartment in Mahima Sansaar,Apartment,Tonk Road,5800000,3,1190,4874.0
805,Jaipur,"Manyawas, Jaipur",Balaji Urban Prime,3 BHK + Servant Room 1680 Sq.Ft. Apartment in Balaji Urban Prime,Apartment,Manyawas,8900000,3,1680,5298.0
806,Jaipur,"Malviya Nagar, Jaipur",Nand Residency,3 BHK 1500 Sq.Ft. Apartment in Nand Residency,Apartment,Malviya Nagar,6200000,3,1500,4133.0
807,Jaipur,"Jagatpura, Jaipur",Trimurty Ariana Phase:II,3.5 BHK + Servant Room 2176 Sq.Ft. Apartment in Trimurty Ariana Phase:II,Apartment,Jagatpura,16800000,5,2176,7721.0
808,Jaipur,"Jeerota, Jaipur",Redwood Magnus,1 BHK 475 Sq.Ft. Apartment in Redwood Magnus,Apartment,Jeerota,3500000,1,475,7368.0
809,Jaipur,"Kalwara, Jaipur",Galaxy Enclave Kalwara,4 BHK + Servant Room 2455 Sq.Ft. Apartment in Galaxy Enclave Kalwara,Apartment,Kalwara,27004500,4,2455,11000.0
810,Jaipur,"Dholai, Jaipur",Reliant Floresta,3 BHK 1611 Sq.Ft. Apartment in Reliant Floresta,Apartment,Dholai,9263250,3,1611,5750.0
811,Jaipur,"Jaisinghpura, Jaipur",Govindam Jaisinghpura,3 BHK 730 Sq.Ft. Apartment in Govindam Jaisinghpura,Apartment,Jaisinghpura,3000000,3,730,4110.0
812,Jaipur,"Meenawala, Jaipur",Hanumant Raghunandan Heights,3 BHK 1200 Sq.Ft. Apartment in Hanumant Raghunandan Heights,Apartment,Meenawala,3700000,3,1200,3083.0
813,Jaipur,"Jagatpura, Jaipur",VN Exclusive 444,3 BHK 1480 Sq.Ft. Apartment in VN Exclusive 444,Apartment,Jagatpura,7696001,3,1480,5200.0
814,Jaipur,"Mohanpura, Jaipur",Ravi Kiran Vihar,4 BHK + Extra Room 792 Sq.Ft. Villa in Ravi Kiran Vihar,Villa,Mohanpura,10500000,4,792,13258.0
815,Jaipur,"C-Scheme, Jaipur",Om Pallacia,3 BHK + Pooja Room 2200 Sq.Ft. Apartment in Om Pallacia,Apartment,C-Scheme,39600000,3,2200,18000.0
816,Jaipur,"Vaishali Nagar, Jaipur",Kediaz Corporate Club,1 BHK 650 Sq.Ft. Apartment in Kediaz Corporate Club,Apartment,Vaishali Nagar,2250000,1,650,3462.0
817,Jaipur,"Jagatpura, Jaipur",Sarthak Paradise,3 BHK 1500 Sq.Ft. Apartment in Sarthak Paradise,Apartment,Jagatpura,5500000,3,1500,3667.0
818,Jaipur,"Shri Kishanpura, Jaipur",Mahal Niwas,3 BHK 1395 Sq.Ft. Apartment in Mahal Niwas,Apartment,Shri Kishanpura,5900000,3,1395,4229.0
819,Jaipur,"Karolan Ka Barh, Jaipur",Kalyan Eva,4 BHK + Pooja Room 1600 Sq.Ft. Apartment in Kalyan Eva,Apartment,Karolan Ka Barh,8000000,4,1600,5000.0
820,Jaipur,"Bhankrota, Jaipur",The Century Elite,2 BHK 947 Sq.Ft. Apartment in The Century Elite,Apartment,Bhankrota,4700000,2,947,4963.0
821,Jaipur,"Jagatpura, Jaipur",VN Exclusive 444,2 BHK 1010 Sq.Ft. Apartment in VN Exclusive 444,Apartment,Jagatpura,5252001,2,1010,5200.0
822,Jaipur,"Bani Park, Jaipur",ARG Maharaja Apartment,2 BHK 1150 Sq.Ft. Apartment in ARG Maharaja Apartment,Apartment,Bani Park,7800000,2,1150,6783.0
823,Jaipur,"Kankha Ki Dhani, Jaipur",Dhanuka Sunshine Prime,2 BHK 1045 Sq.Ft. Apartment in Dhanuka Sunshine Prime,Apartment,Kankha Ki Dhani,0,2,1045,0.0
824,Surat,"New City Light, Surat",SU Crimson Palace,"4 BHK + Pooja Room,Servant Room 3520 Sq.Ft. Apartment in SU Crimson Palace",Apartment,New City Light,23500000,4,3520,6676.0
825,Surat,"Dumas Road, Surat",Avadh Onella,4 BHK + Study Room 7585 Sq.Ft. Apartment in Avadh Onella,Apartment,Dumas Road,12000000,4,7585,1582.0
826,Surat,"Bamroli, Surat",Sai Citron Residency,3 BHK 1569 Sq.Ft. Apartment in Sai Citron Residency,Apartment,Bamroli,9400000,3,1569,5991.0
827,Indore,"Anand Nagar, Indore",AGG Anand Valley,"3 BHK + Servant Room,Study Room 1200 Sq.Ft. Apartment in AGG Anand Valley",Apartment,Anand Nagar,6000000,3,1200,5000.0
828,Nagpur,"Ganeshpeth Colony, Nagpur",Godrej Anandam,3 BHK 1550 Sq.Ft. Apartment in Godrej Anandam,Apartment,Ganeshpeth Colony,14500000,3,1550,9355.0
829,Nagpur,"Besa, Nagpur",Asha Kusum Apartments,2 BHK 650 Sq.Ft. Apartment in Asha Kusum Apartments,Apartment,Besa,6500000,2,650,10000.0
830,Nagpur,"Manish Nagar, Nagpur",Atharva Apartments Nagpur,"3 BHK + Servant Room,Study Room 1300 Sq.Ft. Apartment in Atharva Apartments Nagpur",Apartment,Manish Nagar,8000000,3,1300,6154.0
831,Nagpur,"Dobi Nagar, Nagpur",Gokul Apartments Nagpur,"3 BHK + Servant Room,Study Room 1200 Sq.Ft. Apartment in Gokul Apartments Nagpur",Apartment,Dobi Nagar,8000000,3,1200,6667.0
832,Nagpur,"Beltarodi, Nagpur",Mahalaxmi Tattva Apas,3 BHK 1633 Sq.Ft. Apartment in Mahalaxmi Tattva Apas,Apartment,Beltarodi,7350000,3,1633,4501.0
833,Nagpur,"Besa, Nagpur",Asha Kusum Apartments,2 BHK 670 Sq.Ft. Apartment in Asha Kusum Apartments,Apartment,Besa,6700000,2,670,10000.0
834,Nagpur,"Beltarodi, Nagpur",Mahalaxmi Tattva Apas,3 BHK + Pooja Room 1530 Sq.Ft. Apartment in Mahalaxmi Tattva Apas,Apartment,Beltarodi,5500000,3,1530,3595.0
835,Nagpur,"Manish Nagar, Nagpur",Shivani Enclave,3 BHK + Pooja Room 2000 Sq.Ft. Apartment in Shivani Enclave,Apartment,Manish Nagar,9500000,3,2000,4750.0
836,Nagpur,"Besa, Nagpur",Asha Kusum Apartments,2 BHK 660 Sq.Ft. Apartment in Asha Kusum Apartments,Apartment,Besa,6600000,2,660,10000.0
837,Nagpur,"Beltarodi, Nagpur",Mahalaxmi Tattva Apas,2 BHK + Pooja Room 1138 Sq.Ft. Apartment in Mahalaxmi Tattva Apas,Apartment,Beltarodi,4631000,2,1138,4069.0
838,Coimbatore,"Madukkarai, Coimbatore",RR Oak Tree,"2 BHK + Pooja Room,Servant Room,Study Room 1200 Sq.Ft. Independent House in RR Oak Tree",Independent House,Madukkarai,4200000,2,1200,3500.0
839,Coimbatore,"Thudiyalur, Coimbatore",VVM GJV Anugrakha Enclave,2 BHK 700 Sq.Ft. Independent House in VVM GJV Anugrakha Enclave,Independent House,Thudiyalur,3500000,2,700,5000.0
840,Coimbatore,"Thudiyalur, Coimbatore",VS Avenue,"2 BHK + Pooja Room,Servant Room,Extra Room 1200 Sq.Ft. Independent House in VS Avenue",Independent House,Thudiyalur,3200000,2,1200,2667.0
841,Coimbatore,"Thudiyalur, Coimbatore",VVM GJV Anugrakha Enclave,4 BHK + Study Room 1200 Sq.Ft. Villa in VVM GJV Anugrakha Enclave,Villa,Thudiyalur,7000000,4,1200,5833.0
842,Coimbatore,"Saravanampatti, Coimbatore",RR Swara,"2 BHK + Pooja Room,Servant Room,Study Room 1200 Sq.Ft. Independent House in RR Swara",Independent House,Saravanampatti,4080000,2,1200,3400.0
843,Coimbatore,"Thudiyalur, Coimbatore",VS Avenue,3 BHK 1400 Sq.Ft. Villa in VS Avenue,Villa,Thudiyalur,7000000,3,1400,5000.0
844,Coimbatore,"Thudiyalur, Coimbatore",VS Avenue,2 BHK + Extra Room 700 Sq.Ft. Villa in VS Avenue,Villa,Thudiyalur,4500000,2,700,6429.0
