,City,Location,Project Name,Property Title,Property Type,Locality,Price,BHK,Area_SqFt_Number,Area_per_SqFt_Price
299,Bangalore,"Vijayanagar, Bangalore",Sattva Anugraha CHS,3 BHK 1483 Sq.Ft. Apartment in Sattva Anugraha CHS,Apartment,Vijayanagar,18000000,3,1483,12138.0
300,Bangalore,"Kumbalgodu, Bangalore",Gopalan Olympia,3 BHK 1360 Sq.Ft. Apartment in Gopalan Olympia,Apartment,Kumbalgodu,15000000,3,1360,11029.0
301,Bangalore,"Varthur, Bangalore",Prestige Lakeside Habitat,3.5 BHK 2280 Sq.Ft. Apartment in Prestige Lakeside Habitat,Apartment,Varthur,36000000,5,2280,15789.0
302,Bangalore,"Yelahanka, Bangalore",Shriram Suhaana,2 BHK 1305 Sq.Ft. Apartment in Shriram Suhaana,Apartment,Yelahanka,13000000,2,1305,9962.0
303,Bangalore,"Horamavu, Bangalore",Nandanam Paradise,2 BHK 1296 Sq.Ft. Apartment in Nandanam Paradise,Apartment,Horamavu,8000004,2,1296,6173.0
304,Bangalore,"Kodigehalli, Bangalore",Hoysala Commanders Galleria I,3 BHK 1755 Sq.Ft. Apartment in Hoysala Commanders Galleria I,Apartment,Kodigehalli,13500000,3,1755,7692.0
305,Bangalore,"Harlur, Bangalore",Prestige Ferns Residency,"4 BHK + Pooja Room,Servant Room 2569 Sq.Ft. Apartment in Prestige Ferns Residency",Apartment,Harlur,49000000,4,2569,19074.0
306,Bangalore,"Rest House Road, Bangalore",HM Winchester,2 BHK 1500 Sq.Ft. Apartment in HM Winchester,Apartment,Rest House Road,25000000,2,1500,16667.0
307,Bangalore,"Kogilu, Bangalore",Adarsh Greens,2 BHK 985 Sq.Ft. Apartment in Adarsh Greens,Apartment,Kogilu,10200000,2,985,10355.0
308,Bangalore,"Chandapura, Bangalore",Dhiraan Newyork Meadows,2 BHK 1010 Sq.Ft. Apartment in Dhiraan Newyork Meadows,Apartment,Chandapura,0,2,1010,0.0
309,Bangalore,"Whitefield, Bangalore",Prestige Shantiniketan,2 BHK 1418 Sq.Ft. Apartment in Prestige Shantiniketan,Apartment,Whitefield,24500000,2,1418,17278.0
310,Bangalore,"Talaghattapura, Bangalore",Vanshika Natures Harmony,3 BHK 1506 Sq.Ft. Apartment in Vanshika Natures Harmony,Apartment,Talaghattapura,14600000,3,1506,9695.0
311,Bangalore,"Whitefield Road, Bangalore",Prestige Park View,3 BHK + Pooja Room 2200 Sq.Ft. Apartment in Prestige Park View,Apartment,Whitefield Road,34000000,3,2200,15455.0
312,Bangalore,"Varthur, Bangalore",Brigade Cornerstone Utopia,2 BHK 1097 Sq.Ft. Apartment in Brigade Cornerstone Utopia,Apartment,Varthur,16300000,2,1097,14859.0
313,Bangalore,"Varthur, Bangalore",Yuva Blue Meadows,3 BHK + Pooja Room 1594 Sq.Ft. Apartment in Yuva Blue Meadows,Apartment,Varthur,15500000,3,1594,9724.0
314,Bangalore,"Bagaluru, Bangalore",Godrej Ananda,3 BHK 1588 Sq.Ft. Apartment in Godrej Ananda,Apartment,Bagaluru,18900000,3,1588,11902.0
315,Bangalore,"Hebbal, Bangalore",Karle Zenith,3 BHK 2322 Sq.Ft. Apartment in Karle Zenith,Apartment,Hebbal,39100000,3,2322,16839.0
316,Bangalore,"Off Sarjapur Road, Bangalore",SJR Blue Waters,2 BHK 1170 Sq.Ft. Apartment in SJR Blue Waters,Apartment,Off Sarjapur Road,15800000,2,1170,13504.0
317,Bangalore,"Varthur, Bangalore",Brigade Cornerstone Utopia,3 BHK + Pooja Room 1656 Sq.Ft. Apartment in Brigade Cornerstone Utopia,Apartment,Varthur,25000000,3,1656,15097.0
318,Bangalore,"Electronic City Phase I, Bangalore",Prestige Sunrise Park,2 BHK 1121 Sq.Ft. Apartment in Prestige Sunrise Park,Apartment,Electronic City Phase I,13000000,2,1121,11597.0
319,Bangalore,"Kempapura, Bangalore",Paranjape Wind Fields,3 BHK 1834 Sq.Ft. Apartment in Paranjape Wind Fields,Apartment,Kempapura,25000000,3,1834,13631.0
320,Bangalore,"Kalena Agrahara, Bangalore",Ajmera Green Acres,3 BHK 1565 Sq.Ft. Apartment in Ajmera Green Acres,Apartment,Kalena Agrahara,15000000,3,1565,9585.0
321,Bangalore,"Kadugodi, Bangalore",Alembic Cloud Forest,2 BHK 1275 Sq.Ft. Apartment in Alembic Cloud Forest,Apartment,Kadugodi,19000000,2,1275,14902.0
322,Bangalore,"Kadugodi, Bangalore",Harsha Gateway,2 BHK 1205 Sq.Ft. Builder Floor in Harsha Gateway,Builder Floor,Kadugodi,3500000,2,1205,2905.0
323,Bangalore,"Bagalakunte, Bangalore",Prestige Jindal City,1 BHK 607 Sq.Ft. Apartment in Prestige Jindal City,Apartment,Bagalakunte,8500000,1,607,14003.0
324,Bangalore,"Arekere, Bangalore",SJR Luxuria,3 BHK + Servant Room 1675 Sq.Ft. Apartment in SJR Luxuria,Apartment,Arekere,21000000,3,1675,12537.0
325,Bangalore,"Kengeri, Bangalore",Platina Exotica,3 BHK 1360 Sq.Ft. Apartment in Platina Exotica,Apartment,Kengeri,0,3,1360,0.0
326,Bangalore,"Harlur, Bangalore",Prestige Ferns Residency,3.5 BHK + Study Room 2240 Sq.Ft. Apartment in Prestige Ferns Residency,Apartment,Harlur,43000000,5,2240,19196.0
327,Bangalore,"Wilson Garden, Bangalore",SKC Wilson Vintage,5 BHK + Servant Room 3500 Sq.Ft. Apartment in SKC Wilson Vintage,Apartment,Wilson Garden,35000000,5,3500,10000.0
328,Bangalore,"Whitefield, Bangalore",Brigade Avalon,4 BHK + Extra Room 3862 Sq.Ft. Apartment in Brigade Avalon,Apartment,Whitefield,62100000,4,3862,16080.0
329,Bangalore,"Varthur, Bangalore",Myhna Maple,2 BHK 1200 Sq.Ft. Apartment in Myhna Maple,Apartment,Varthur,13800000,2,1200,11500.0
330,Bangalore,"Maruthi Sevanagar, Bangalore",Premier Augusta,3 BHK 1635 Sq.Ft. Apartment in Premier Augusta,Apartment,Maruthi Sevanagar,17500000,3,1635,10703.0
331,Bangalore,"Bannerghatta Road, Bangalore",Prestige Elysian,3 BHK + Pooja Room 1810 Sq.Ft. Apartment in Prestige Elysian,Apartment,Bannerghatta Road,29000000,3,1810,16022.0
332,Bangalore,"Varthur, Bangalore",Brigade Cornerstone Utopia,2 BHK 1259 Sq.Ft. Apartment in Brigade Cornerstone Utopia,Apartment,Varthur,17600000,2,1259,13979.0
333,Bangalore,"Kanakapura Road, Bangalore",Mantri Serenity,2 BHK + Study Room 1330 Sq.Ft. Apartment in Mantri Serenity,Apartment,Kanakapura Road,15000000,2,1330,11278.0
334,Bangalore,"Hosur Road, Bangalore",Sobha Madison Heights Town Park,3 BHK + Pooja Room 1514 Sq.Ft. Apartment in Sobha Madison Heights Town Park,Apartment,Hosur Road,46200000,3,1514,30515.0
335,Bangalore,"Rajaji Nagar, Bangalore",Sobha Indraprastha,"4 BHK + Pooja Room,Servant Room,Extra Room 3715 Sq.Ft. Apartment in Sobha Indraprastha",Apartment,Rajaji Nagar,0,4,3715,0.0
336,Bangalore,"Hebbal, Bangalore",Brigade Laguna,3 BHK 1888 Sq.Ft. Apartment in Brigade Laguna,Apartment,Hebbal,33500000,3,1888,17744.0
337,Bangalore,"Jalahalli, Bangalore",Shriram Sameeksha,3 BHK 1300 Sq.Ft. Apartment in Shriram Sameeksha,Apartment,Jalahalli,11800000,3,1300,9077.0
338,Bangalore,"S Medihalli, Bangalore",Abhee Aaria,2 BHK + Pooja Room 1300 Sq.Ft. Apartment in Abhee Aaria,Apartment,S Medihalli,13300000,2,1300,10231.0
339,Bangalore,"Hennur, Bangalore",Goyal and Co Alanoville,4 BHK + Study Room 3450 Sq.Ft. Villa in Goyal and Co Alanoville,Villa,Hennur,47500000,4,3450,13768.0
340,Bangalore,"Binnipete, Bangalore",Shapoorji Pallonji Park West,3 BHK 1755 Sq.Ft. Apartment in Shapoorji Pallonji Park West,Apartment,Binnipete,26500000,3,1755,15100.0
341,Bangalore,"Old Madras Road, Bangalore",Brigade Exotica,3 BHK 2990 Sq.Ft. Apartment in Brigade Exotica,Apartment,Old Madras Road,48000000,3,2990,16054.0
342,Bangalore,"Whitefield, Bangalore",Mana Placido,3 BHK 1714 Sq.Ft. Apartment in Mana Placido,Apartment,Whitefield,17500000,3,1714,10210.0
343,Bangalore,"Sarjapur Road, Bangalore",Pearl City,2 BHK 1500 Sq.Ft. Apartment in Pearl City,Apartment,Sarjapur Road,10000000,2,1500,6667.0
344,Bangalore,"Rajanukunte, Bangalore",Prasiddhi Park Vista,4 BHK 3500 Sq.Ft. Independent House in Prasiddhi Park Vista,Independent House,Rajanukunte,25000000,4,3500,7143.0
345,Bangalore,"Sarjapur, Bangalore",Sowparnika Olivia Nest,3 BHK 1130 Sq.Ft. Apartment in Sowparnika Olivia Nest,Apartment,Sarjapur,8500000,3,1130,7522.0
346,Bangalore,"Panathur, Bangalore",Sobha Dream Acres,1 BHK 656 Sq.Ft. Apartment in Sobha Dream Acres,Apartment,Panathur,8200000,1,656,12500.0
347,Bangalore,"Kadugodi, Bangalore",Indra Keerthi Sadan,2 BHK 1310 Sq.Ft. Apartment in Indra Keerthi Sadan,Apartment,Kadugodi,9200000,2,1310,7023.0
348,Bangalore,"Arekere, Bangalore",Sri Balaji Nivas,3 BHK 1594 Sq.Ft. Apartment in Sri Balaji Nivas,Apartment,Arekere,13000000,3,1594,8156.0
349,Bangalore,"Kadugodi, Bangalore",Prestige Acropolis,3 BHK 2993 Sq.Ft. Apartment in Prestige Acropolis,Apartment,Kadugodi,55000000,3,2993,18376.0
350,Bangalore,"Hulimavu, Bangalore",Sai Chethana,2 BHK 1140 Sq.Ft. Apartment in Sai Chethana,Apartment,Hulimavu,9800000,2,1140,8596.0
351,Bangalore,"Sarjapur Road, Bangalore",Godrej Park Retreat,2 BHK 987 Sq.Ft. Apartment in Godrej Park Retreat,Apartment,Sarjapur Road,10500000,2,987,10638.0
352,Bangalore,"Palace Road, Bangalore",Brigade Palace,3 BHK + Pooja Room 2200 Sq.Ft. Apartment in Brigade Palace,Apartment,Palace Road,27000000,3,2200,12273.0
353,Bangalore,"Indiranagar, Bangalore",Citrus IN 38,3 BHK 1850 Sq.Ft. Apartment in Citrus IN 38,Apartment,Indiranagar,38500000,3,1850,20811.0
354,Bangalore,"K Channasandra, Bangalore",DSR Waterscape,3 BHK 1620 Sq.Ft. Apartment in DSR Waterscape,Apartment,K Channasandra,16000000,3,1620,9877.0
355,Bangalore,"Hennur Road, Bangalore",Casagrand Boulevard,2 BHK 1227 Sq.Ft. Apartment in Casagrand Boulevard,Apartment,Hennur Road,11200000,2,1227,9128.0
356,Bangalore,"Jalahalli West, Bangalore",Mahaveer Rich,3 BHK 1300 Sq.Ft. Apartment in Mahaveer Rich,Apartment,Jalahalli West,8469000,3,1300,6515.0
357,Bangalore,"Banashankari, Bangalore",Sobha Valley View,2 BHK + Pooja Room 1304 Sq.Ft. Apartment in Sobha Valley View,Apartment,Banashankari,20000000,2,1304,15337.0
358,Bangalore,"Devanahalli, Bangalore",Ozone Urbana Aqua,3 BHK 1160 Sq.Ft. Apartment in Ozone Urbana Aqua,Apartment,Devanahalli,6700000,3,1160,5776.0
359,Bangalore,"Hulimavu, Bangalore",Windsor Heritage,3 BHK 1649 Sq.Ft. Apartment in Windsor Heritage,Apartment,Hulimavu,9000000,3,1649,5458.0
360,Bangalore,"Mahadevpura, Bangalore",DSR Elite,"4 BHK + Pooja Room,Servant Room 3600 Sq.Ft. Villa in DSR Elite",Villa,Mahadevpura,82500000,4,3600,22917.0
361,Bangalore,"Mullur, Bangalore",NBR Soul Of The Seasons,3 BHK 1446 Sq.Ft. Apartment in NBR Soul Of The Seasons,Apartment,Mullur,13000000,3,1446,8990.0
362,Bangalore,"Rajvi Nagar, Bangalore",SNN Raj Etternia,3 BHK + Pooja Room 1810 Sq.Ft. Apartment in SNN Raj Etternia,Apartment,Rajvi Nagar,32000000,3,1810,17680.0
363,Bangalore,"Sarjapur Road, Bangalore",VRR Fortuna,2 BHK + Pooja Room 1315 Sq.Ft. Apartment in VRR Fortuna,Apartment,Sarjapur Road,17000000,2,1315,12928.0
364,Bangalore,"Devanahalli, Bangalore",Tata Raagam,3 BHK 1500 Sq.Ft. Apartment in Tata Raagam,Apartment,Devanahalli,15000000,3,1500,10000.0
365,Bangalore,"Bagaluru, Bangalore",Prestige Finsbury Park Hyde,3 BHK 1224 Sq.Ft. Apartment in Prestige Finsbury Park Hyde,Apartment,Bagaluru,14200000,3,1224,11601.0
366,Bangalore,"Whitefield, Bangalore",Pavani Mirabilia,2 BHK 1135 Sq.Ft. Apartment in Pavani Mirabilia,Apartment,Whitefield,12000000,2,1135,10573.0
367,Bangalore,"Harlur, Bangalore",Prestige Ferns Residency,3 BHK + Extra Room 1749 Sq.Ft. Apartment in Prestige Ferns Residency,Apartment,Harlur,33500000,3,1749,19154.0
368,Bangalore,"Yelahanka, Bangalore",Mittal Elanza,3.5 BHK + Pooja Room 1905 Sq.Ft. Apartment in Mittal Elanza,Apartment,Yelahanka,21000000,5,1905,11024.0
369,Bangalore,"Bannerghatta Road, Bangalore",Ananda Valmark,3 BHK 1533 Sq.Ft. Apartment in Ananda Valmark,Apartment,Bannerghatta Road,14800000,3,1533,9654.0
370,Bangalore,"Cambridge Layout, Bangalore",Adarsh Crystal,4 BHK + Servant Room 3500 Sq.Ft. Apartment in Adarsh Crystal,Apartment,Cambridge Layout,70000000,4,3500,20000.0
371,Bangalore,"Hosur Road, Bangalore",Sobha Brooklyn Towers Town Park,2 BHK 833 Sq.Ft. Apartment in Sobha Brooklyn Towers Town Park,Apartment,Hosur Road,11000000,2,833,13205.0
372,Bangalore,"Old Madras Road, Bangalore",SBR Keerthi Prime,2 BHK 1185 Sq.Ft. Apartment in SBR Keerthi Prime,Apartment,Old Madras Road,15400000,2,1185,12996.0
373,Bangalore,"Bilekahalli, Bangalore",Puravankara Purva Heights,3 BHK 2962 Sq.Ft. Apartment in Puravankara Purva Heights,Apartment,Bilekahalli,27000000,3,2962,9115.0
374,Bangalore,"Akshayanagar, Bangalore",Hiranandani Kingston,2.5 BHK 1476 Sq.Ft. Apartment in Hiranandani Kingston,Apartment,Akshayanagar,23000000,5,1476,15583.0
375,Bangalore,"Uttarahalli, Bangalore",Prestige Lake Ridge,3 BHK + Pooja Room 1367 Sq.Ft. Apartment in Prestige Lake Ridge,Apartment,Uttarahalli,19500000,3,1367,14265.0
376,Bangalore,"Richmond Town, Bangalore",Richmond Towers,3 BHK 2585 Sq.Ft. Apartment in Richmond Towers,Apartment,Richmond Town,38007400,3,2585,14703.0
377,Bangalore,"Electronic City Phase ii, Bangalore",SNN Raj GreenBay,2 BHK 1205 Sq.Ft. Apartment in SNN Raj GreenBay,Apartment,Electronic City Phase ii,16000000,2,1205,13278.0
378,Bangalore,"Old Madras Road, Bangalore",Salarpuria Sattva East Crest,3 BHK 1409 Sq.Ft. Apartment in Salarpuria Sattva East Crest,Apartment,Old Madras Road,15600000,3,1409,11072.0
379,Bangalore,"Yelahanka New Town, Bangalore",Shriram Solitaire,3 BHK + Extra Room 1920 Sq.Ft. Apartment in Shriram Solitaire,Apartment,Yelahanka New Town,15000000,3,1920,7812.0
380,Bangalore,"Chansandra, Bangalore",Sowparnika Sanvi Phase 2,2 BHK + Pooja Room 1227 Sq.Ft. Apartment in Sowparnika Sanvi Phase 2,Apartment,Chansandra,8500000,2,1227,6927.0
381,Bangalore,"Hennur Road, Bangalore",Casagrand Boulevard,4 BHK 2181 Sq.Ft. Apartment in Casagrand Boulevard,Apartment,Hennur Road,21000000,4,2181,9629.0
382,Bangalore,"Basaveshwara Nagar, Bangalore",Olety Landmark,3 BHK + Pooja Room 1800 Sq.Ft. Apartment in Olety Landmark,Apartment,Basaveshwara Nagar,28000000,3,1800,15556.0
383,Bangalore,"Chandapura, Bangalore",Abhee Prakruthi Villa,3 BHK + Study Room 1200 Sq.Ft. Villa in Abhee Prakruthi Villa,Villa,Chandapura,16258000,3,1200,13548.0
384,Bangalore,"Talaghattapura, Bangalore",Vanshika Natures Harmony,3.5 BHK 1836 Sq.Ft. Apartment in Vanshika Natures Harmony,Apartment,Talaghattapura,15659244,5,1836,8529.0
385,Bangalore,"Rt Nagar, Bangalore",Magnolia Delight,3 BHK + Servant Room 2668 Sq.Ft. Apartment in Magnolia Delight,Apartment,Rt Nagar,35000000,3,2668,13118.0
386,Bangalore,"Shivaji Nagar, Bangalore",DRA Queens Corner,1 BHK + Study Room 650 Sq.Ft. Penthouse in DRA Queens Corner,Penthouse,Shivaji Nagar,5500000,1,650,8462.0
387,Bangalore,"Banashankari 6th Stage, Bangalore",Prestige Primrose Hills,2 BHK 988 Sq.Ft. Apartment in Prestige Primrose Hills,Apartment,Banashankari 6th Stage,12000000,2,988,12146.0
388,Bangalore,"Rachenahalli, Bangalore",SB Urban Park,3 BHK 1955 Sq.Ft. Apartment in SB Urban Park,Apartment,Rachenahalli,23500000,3,1955,12020.0
389,Bangalore,"Vasanth Nagar, Bangalore",Legacy Madelia,"3 BHK + Pooja Room,Servant Room,Study Room,Extra Room 4170 Sq.Ft. Builder Floor in Legacy Madelia",Builder Floor,Vasanth Nagar,0,3,4170,0.0
390,Hyderabad,"Kokapet, Hyderabad",Poulomi 90,3 BHK + Study Room 2820 Sq.Ft. Apartment in Poulomi 90,Apartment,Kokapet,36530000,3,2820,12954.0
391,Hyderabad,"Narsingi, Hyderabad",NCC Urban One,4 BHK + Pooja Room 2630 Sq.Ft. Apartment in NCC Urban One,Apartment,Narsingi,29100000,4,2630,11065.0
392,Hyderabad,"Banjara Hills, Hyderabad",Sri Krishna Krishe Valley,3 BHK + Pooja Room 2900 Sq.Ft. Apartment in Sri Krishna Krishe Valley,Apartment,Banjara Hills,40000000,3,2900,13793.0
393,Hyderabad,"Kollur, Hyderabad",Anvita Ivana,3 BHK 1785 Sq.Ft. Apartment in Anvita Ivana,Apartment,Kollur,11900000,3,1785,6667.0
394,Hyderabad,"Tellapur, Hyderabad",Rajapushpa Sierra,3 BHK 1665 Sq.Ft. Apartment in Rajapushpa Sierra,Apartment,Tellapur,9991067,3,1665,6001.0
395,Hyderabad,"Narsingi, Hyderabad",Hallmark Treasor,3 BHK + Pooja Room 1765 Sq.Ft. Apartment in Hallmark Treasor,Apartment,Narsingi,18500000,3,1765,10482.0
396,Hyderabad,"Madhapur, Hyderabad",My Home Navadweepa,"5 BHK + Pooja Room,Servant Room,Study Room,Extra Room 4160 Sq.Ft. Apartment in My Home Navadweepa",Apartment,Madhapur,48000000,5,4160,11538.0
397,Hyderabad,"Manikonda, Hyderabad",Chilcon Mayan,2.5 BHK + Extra Room 1370 Sq.Ft. Apartment in Chilcon Mayan,Apartment,Manikonda,0,5,1370,0.0
398,Hyderabad,"Puppalaguda, Hyderabad",Lansum EL Palacio,3 BHK 2055 Sq.Ft. Apartment in Lansum EL Palacio,Apartment,Puppalaguda,15618000,3,2055,7600.0
399,Hyderabad,"Kokapet, Hyderabad",Gem Nakshatra,3 BHK + Pooja Room 1820 Sq.Ft. Apartment in Gem Nakshatra,Apartment,Kokapet,23500000,3,1820,12912.0
400,Hyderabad,"Madhapur, Hyderabad",Alekhya Jasmine,3 BHK + Extra Room 2280 Sq.Ft. Apartment in Alekhya Jasmine,Apartment,Madhapur,27000000,3,2280,11842.0
401,Hyderabad,"Narsingi, Hyderabad",SRR Sriram River View,4 BHK 2985 Sq.Ft. Apartment in SRR Sriram River View,Apartment,Narsingi,28354515,4,2985,9499.0
402,Hyderabad,"Nanakramguda, Hyderabad",Trendset Winz,3 BHK + Pooja Room 3015 Sq.Ft. Apartment in Trendset Winz,Apartment,Nanakramguda,35000000,3,3015,11609.0
403,Hyderabad,"Puppalaguda, Hyderabad",Lansum EL Palacio,3 BHK + Pooja Room 2095 Sq.Ft. Apartment in Lansum EL Palacio,Apartment,Puppalaguda,16757905,3,2095,7999.0
404,Hyderabad,"Kokapet, Hyderabad",SAS Crown,4 BHK 8811 Sq.Ft. Apartment in SAS Crown,Apartment,Kokapet,130000000,4,8811,14754.0
405,Hyderabad,"Tellapur, Hyderabad",Rajapushpa Sierra,3 BHK 2555 Sq.Ft. Apartment in Rajapushpa Sierra,Apartment,Tellapur,18300000,3,2555,7162.0
406,Hyderabad,"Puppalaguda, Hyderabad",Aparna Zenon,2 BHK 1326 Sq.Ft. Apartment in Aparna Zenon,Apartment,Puppalaguda,15500000,2,1326,11689.0
407,Hyderabad,"Gundlapochampalli, Hyderabad",Hirel Plaza Apartment,"2 BHK + Pooja Room,Servant Room,Study Room 840 Sq.Ft. Apartment in Hirel Plaza Apartment",Apartment,Gundlapochampalli,2800000,2,840,3333.0
408,Hyderabad,"Gopanpally, Hyderabad",Honer Vivantis,3 BHK + Pooja Room 1565 Sq.Ft. Apartment in Honer Vivantis,Apartment,Gopanpally,18000000,3,1565,11502.0
409,Hyderabad,"Tellapur, Hyderabad",Aliens Space Station,3.5 BHK 2208 Sq.Ft. Apartment in Aliens Space Station,Apartment,Tellapur,20000000,5,2208,9058.0
410,Hyderabad,"Miyapur, Hyderabad",Candeur 40,2 BHK 1215 Sq.Ft. Apartment in Candeur 40,Apartment,Miyapur,11600000,2,1215,9547.0
411,Hyderabad,"Nacharam, Hyderabad",Raheja Vistas,2.5 BHK 1440 Sq.Ft. Apartment in Raheja Vistas,Apartment,Nacharam,12500000,5,1440,8681.0
412,Hyderabad,"Shankarpalli, Hyderabad",Reliance Green Village,4 BHK 5842 Sq.Ft. Villa in Reliance Green Village,Villa,Shankarpalli,80000000,4,5842,13694.0
413,Hyderabad,"Kokapet, Hyderabad",Prestige Tranquil,3.5 BHK + Servant Room 2049 Sq.Ft. Apartment in Prestige Tranquil,Apartment,Kokapet,26000000,5,2049,12689.0
414,Hyderabad,"Nallagandla, Hyderabad",Aparna Sarovar Zicon,3 BHK 1530 Sq.Ft. Apartment in Aparna Sarovar Zicon,Apartment,Nallagandla,20000000,3,1530,13072.0
415,Hyderabad,"S D Road, Hyderabad",Beyond Deccan,2 BHK + Pooja Room 1150 Sq.Ft. Apartment in Beyond Deccan,Apartment,S D Road,9500000,2,1150,8261.0
416,Hyderabad,"Gopanpally, Hyderabad",Manjeera Diamond Towers,"3 BHK + Pooja Room,Servant Room,Study Room,Extra Room 1680 Sq.Ft. Apartment in Manjeera Diamond Towers",Apartment,Gopanpally,14000000,3,1680,8333.0
417,Hyderabad,"Narsingi, Hyderabad",Rajapushpa Provincia,3 BHK 2660 Sq.Ft. Apartment in Rajapushpa Provincia,Apartment,Narsingi,32000000,3,2660,12030.0
418,Hyderabad,"Upparpalli, Hyderabad",Sri Mahalakshmi Residency,4 BHK 1921 Sq.Ft. Apartment in Sri Mahalakshmi Residency,Apartment,Upparpalli,11000000,4,1921,5726.0
419,Hyderabad,"Chanda Nagar, Hyderabad",Avantika The Espino,2 BHK 1300 Sq.Ft. Apartment in Avantika The Espino,Apartment,Chanda Nagar,11500000,2,1300,8846.0
420,Hyderabad,"Bandlaguda Jagir, Hyderabad",Urvija Heights,3 BHK + Study Room 1505 Sq.Ft. Apartment in Urvija Heights,Apartment,Bandlaguda Jagir,9030000,3,1505,6000.0
421,Hyderabad,"Nallagandla, Hyderabad",Aparna Sarovar Zicon,3 BHK 1740 Sq.Ft. Apartment in Aparna Sarovar Zicon,Apartment,Nallagandla,22000000,3,1740,12644.0
422,Hyderabad,"Kondapur, Hyderabad",Aparna Luxor Park,"4 BHK + Pooja Room,Servant Room,Study Room 3060 Sq.Ft. Apartment in Aparna Luxor Park",Apartment,Kondapur,48000000,4,3060,15686.0
423,Hyderabad,"Manikonda, Hyderabad",Lanco Hills Apartments,3 BHK + Pooja Room 2500 Sq.Ft. Apartment in Lanco Hills Apartments,Apartment,Manikonda,25500000,3,2500,10200.0
424,Hyderabad,"Kollur, Hyderabad",Radhey Raaga,"4 BHK + Pooja Room,Servant Room,Extra Room 4591 Sq.Ft. Villa in Radhey Raaga",Villa,Kollur,59700000,4,4591,13004.0
425,Hyderabad,"Nagole, Hyderabad",Acropolis Buildwell,"3 BHK + Pooja Room,Servant Room,Study Room,Extra Room 1372 Sq.Ft. Apartment in Acropolis Buildwell",Apartment,Nagole,8500000,3,1372,6195.0
426,Hyderabad,"Kokapet, Hyderabad",Rajapushpa Regalia,3 BHK + Pooja Room 1650 Sq.Ft. Apartment in Rajapushpa Regalia,Apartment,Kokapet,16800000,3,1650,10182.0
427,Hyderabad,"Peeranchuruvu, Hyderabad",Navya Navanirman Nagar,2 BHK 1200 Sq.Ft. Villa in Navya Navanirman Nagar,Villa,Peeranchuruvu,10699000,2,1200,8916.0
428,Hyderabad,"Bachupally, Hyderabad",Siri Towers Bachupally,2 BHK + Pooja Room 1200 Sq.Ft. Apartment in Siri Towers Bachupally,Apartment,Bachupally,7500000,2,1200,6250.0
429,Hyderabad,"Gachibowli, Hyderabad",My Home Avatar,3 BHK + Pooja Room 1834 Sq.Ft. Apartment in My Home Avatar,Apartment,Gachibowli,22500000,3,1834,12268.0
430,Hyderabad,"Serilingampally, Hyderabad",Shree Luxurio 75 Residences,3 BHK + Pooja Room 2350 Sq.Ft. Apartment in Shree Luxurio 75 Residences,Apartment,Serilingampally,22485000,3,2350,9568.0
431,Hyderabad,"Madinaguda, Hyderabad",My Home Jewel,2 BHK 1245 Sq.Ft. Apartment in My Home Jewel,Apartment,Madinaguda,13000000,2,1245,10442.0
432,Hyderabad,"Madinaguda, Hyderabad",NSK Bliss Meadows,2 BHK 1210 Sq.Ft. Apartment in NSK Bliss Meadows,Apartment,Madinaguda,7900000,2,1210,6529.0
433,Hyderabad,"Kothaguda, Hyderabad",Udaya Royal Crest Apartment,3 BHK 2000 Sq.Ft. Apartment in Udaya Royal Crest Apartment,Apartment,Kothaguda,18500000,3,2000,9250.0
434,Hyderabad,"Shamshabad, Hyderabad",Suchirindia The Tales of Greek,2 BHK 890 Sq.Ft. Apartment in Suchirindia The Tales of Greek,Apartment,Shamshabad,5300000,2,890,5955.0
435,Hyderabad,"Kompally, Hyderabad",Sunyuga Vantara,2 BHK 1309 Sq.Ft. Apartment in Sunyuga Vantara,Apartment,Kompally,6500000,2,1309,4966.0
436,Hyderabad,"Kachiguda, Hyderabad",Kanaka Durga Bhavan,4 BHK 2636 Sq.Ft. Apartment in Kanaka Durga Bhavan,Apartment,Kachiguda,21500000,4,2636,8156.0
437,Hyderabad,"Saidabad, Hyderabad",Namishree BPS Twin Towers,3 BHK + Pooja Room 1705 Sq.Ft. Apartment in Namishree BPS Twin Towers,Apartment,Saidabad,16000000,3,1705,9384.0
438,Hyderabad,"Kollur, Hyderabad",Vian Mrida,3 BHK 1740 Sq.Ft. Apartment in Vian Mrida,Apartment,Kollur,10962000,3,1740,6300.0
439,Hyderabad,"Miyapur, Hyderabad",MRKR Meda Prestige,2 BHK 1321 Sq.Ft. Apartment in MRKR Meda Prestige,Apartment,Miyapur,11500000,2,1321,8706.0
440,Hyderabad,"Kowkoor, Hyderabad",Modi Villa Orchids,3 BHK + Study Room 1224 Sq.Ft. Villa in Modi Villa Orchids,Villa,Kowkoor,15000000,3,1224,12255.0
441,Hyderabad,"Manikonda, Hyderabad",Platinum Vista Manikonda,2 BHK 1280 Sq.Ft. Apartment in Platinum Vista Manikonda,Apartment,Manikonda,8704000,2,1280,6800.0
442,Hyderabad,"Wadakpally, Hyderabad",Green Tech 02 Community,3 BHK + Pooja Room 1907 Sq.Ft. Villa in Green Tech 02 Community,Villa,Wadakpally,15000000,3,1907,7866.0
